classification_methode,path,validation_methode,F_mesure
SVM,dataset/HAS/taken/HAS_AllKNN.csv,cross Validation,0.9684848484848485
SVM,dataset/HAS/taken/HAS_InstanceHardnessThreshold.csv,Validation_70/30,0.7142857142857143
SVM,dataset/HAS/taken/HAS_InstanceHardnessThreshold.csv,cross Validation,0.9712918660287082
SVM,dataset/HAS/taken/HAS_NearMiss.csv,Validation_70/30,0.8461538461538461
SVM,dataset/HAS/taken/HAS_NearMiss.csv,cross Validation,0.734733893557423
SVM,dataset/HAS/taken/HAS_OneSidedSelection.csv,Validation_70/30,0.7826086956521738
SVM,dataset/HAS/taken/HAS_OneSidedSelection.csv,cross Validation,0.7278328173374613
SVM,dataset/HAS/taken/HAS_RandomUnderSampler_default.csv,Validation_70/30,1.0
SVM,dataset/HAS/taken/HAS_RandomUnderSampler_default.csv,cross Validation,0.9112299465240643
SVM,dataset/HAS/taken/HAS_TomekLinks.csv,Validation_70/30,0.7826086956521738
SVM,dataset/HAS/taken/HAS_TomekLinks.csv,cross Validation,0.7932579185520362
SVM,dataset/HAS/taken/HAS_CondensedNearestNeighbour.csv,Validation_70/30,0.8275862068965517
SVM,dataset/HAS/taken/HAS_CondensedNearestNeighbour.csv,cross Validation,0.7635087719298246
