lack_of_cohesion_in_methods,number_of_methods,number_of_attributes,full_name
0,4,1,eu.nullbyte.android.urllib.Urllib$BankdroidHttpClient
0,4,2,com.fasterxml.jackson.databind.ser.impl.TypeWrappedSerializer
8,5,1,com.fasterxml.jackson.databind.deser.std.JsonNodeDeserializer$ObjectDeserializer
0,1,1,com.fasterxml.jackson.core.base.ParserMinimalBase$1
0,1,0,org.simpleframework.xml.ElementListUnion
0,4,1,com.fasterxml.jackson.databind.jsonschema.JsonSerializableSchema
0,1,0,com.fasterxml.jackson.databind.annotation.JsonValueInstantiator
0,2,2,com.google.common.collect.ImmutableSet$SerializedForm
1,3,1,com.liato.bankdroid.MainActivity$PopupMenuAccount
0,4,3,com.google.common.collect.Synchronized$SynchronizedObject
0,1,2,com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$TypeAndSerializer
0,3,1,com.google.common.collect.LinkedListMultimap$MultisetView$2
0,1,1,com.fasterxml.jackson.core.json.ByteSourceJsonBootstrapper$1
0,4,2,com.google.common.collect.LinkedListMultimap$MultisetView$1
0,4,3,com.google.common.collect.StandardBiMap$ValueSet$1
4,4,4,org.jsoup.nodes.Document$QuirksMode
3,7,3,com.liato.bankdroid.banking.banks.lansforsakringar.model.request.ChallengeRequest
0,5,1,org.simpleframework.xml.transform.CharacterArrayTransform
0,1,1,org.jsoup.select.Evaluator$IndexEvaluator
0,2,0,com.google.common.annotations.GwtCompatible
3,6,3,com.google.common.collect.Sets$2
0,5,3,com.google.common.collect.Sets$3
0,7,3,com.google.common.collect.Sets$1
3,3,0,com.liato.bankdroid.banking.banks.swedbank.BalanceDeserializer
4,5,2,com.google.common.collect.Synchronized$SynchronizedAsMapEntries$1$1
1,2,1,com.liato.bankdroid.db.Crypto
0,1,0,com.google.common.base.FinalizableReference
0,1,0,org.simpleframework.xml.core.ContactList
0,1,1,org.jsoup.select.StructuralEvaluator
1,2,4,com.liato.bankdroid.banking.banks.EurobonusMastercardDk
0,6,2,com.google.common.base.Predicates$InstanceOfPredicate
0,2,2,com.fasterxml.jackson.databind.deser.std.NumberDeserializers$PrimitiveOrWrapperDeserializer
1,2,1,com.liato.bankdroid.banking.banks.nordea.CaptchaBreakerNumbers
0,6,0,org.simpleframework.xml.stream.NodeMap
0,4,0,com.fasterxml.jackson.databind.Module
10,5,0,org.simpleframework.xml.transform.CharacterTransform
0,1,0,org.simpleframework.xml.core.Repeater
0,4,1,org.simpleframework.xml.core.ClassType
1,2,0,org.simpleframework.xml.core.ElementParameter$Contact
0,0,0,com.google.common.collect.package-info
1,2,0,com.fasterxml.jackson.databind.ser.std.NonTypedScalarSerializerBase
1,2,0,com.fasterxml.jackson.databind.ser.std.NumberSerializers
1,2,4,com.liato.bankdroid.banking.banks.EurobonusMastercard
9,7,1,com.fasterxml.jackson.databind.ser.impl.PropertyBasedObjectIdGenerator
0,5,3,org.simpleframework.xml.core.ArrayInstance
0,3,4,com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$Double
0,8,2,com.google.common.collect.StandardMultimap$KeySet
0,3,2,com.google.common.collect.AbstractMultimap$MultisetEntry
3,3,0,org.jsoup.select.Evaluator$IsEmpty
0,2,2,eu.nullbyte.android.urllib.Urllib$1
0,1,1,eu.nullbyte.android.urllib.Urllib$3
3,3,1,eu.nullbyte.android.urllib.Urllib$2
0,2,2,com.google.common.collect.ImmutableSet$TransformedImmutableSet$1
0,3,1,org.jsoup.select.Evaluator$Class
1,7,2,org.simpleframework.xml.stream.CamelCaseStyle
6,5,2,com.liato.bankdroid.banking.banks.lansforsakringar.model.response.NumberResponse
3,3,0,org.jsoup.select.StructuralEvaluator$Has
0,3,2,com.google.common.collect.Maps$FilteredEntryMap$KeySet$1
0,0,0,com.google.common.collect.AbstractMultimap$1
0,4,0,org.jsoup.Connection$KeyVal
0,1,0,com.fasterxml.jackson.annotation.JsonManagedReference
0,5,2,org.simpleframework.xml.stream.Indenter$Cache
6,4,2,com.fasterxml.jackson.databind.deser.std.ThrowableDeserializer
6,5,2,com.liato.bankdroid.banking.banks.lansforsakringar.model.response.ChallengeResponse
0,1,1,com.liato.bankdroid.Manifest$permission
3,7,3,com.liato.bankdroid.banking.banks.coop.model.web.WebAuthenticateRequest
1,2,2,com.google.common.collect.ImmutableMultiset$FieldSettersHolder
10,5,0,org.jsoup.helper.DescendableLinkedList
1,3,2,org.simpleframework.xml.core.Function
1,2,4,com.liato.bankdroid.banking.banks.Opel
1,3,1,com.fasterxml.jackson.databind.deser.impl.ValueInjector
0,1,1,com.google.common.collect.NullOutputException
1,2,0,org.jsoup.parser.TokeniserState$2
1,2,0,org.jsoup.parser.TokeniserState$1
0,5,2,org.simpleframework.xml.convert.Registry
1,2,0,org.jsoup.parser.TokeniserState$9
1,2,0,org.jsoup.parser.TokeniserState$8
1,2,0,org.jsoup.parser.TokeniserState$7
1,2,0,org.jsoup.parser.TokeniserState$6
1,2,0,org.jsoup.parser.TokeniserState$5
1,2,0,org.jsoup.parser.TokeniserState$4
1,2,0,org.jsoup.parser.TokeniserState$3
1,2,4,com.liato.bankdroid.banking.banks.Wallet
0,1,0,com.fasterxml.jackson.annotation.JsonValue
0,1,0,com.fasterxml.jackson.databind.deser.ResolvableDeserializer
0,6,3,org.simpleframework.xml.core.ConversionInstance
3,3,0,com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer$IntKD
6,4,1,com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$Empty
0,1,1,com.liato.bankdroid.banking.banks.sebkort.model.response.LoginResponse
0,1,4,com.google.common.collect.CustomConcurrentHashMap$SimpleInternalEntry
0,5,2,com.google.common.collect.ConcurrentHashMultiset$EntrySet$1
0,5,3,com.google.common.collect.MapMaker$StrategyImpl$FutureValueReference
0,2,1,com.fasterxml.jackson.databind.ser.impl.SimpleBeanPropertyFilter$SerializeExceptFilter
3,3,0,org.jsoup.select.Evaluator$IndexLessThan
1,2,0,org.simpleframework.xml.stream.InputStack
3,3,0,org.jsoup.select.StructuralEvaluator$Parent
0,1,3,com.fasterxml.jackson.databind.introspect.AnnotatedField$Serialization
10,5,0,org.simpleframework.xml.transform.IntegerTransform
0,1,0,com.fasterxml.jackson.annotation.JsonIgnoreType
0,0,0,com.google.common.collect.Serialization$1
0,5,3,com.google.common.collect.LinkedHashMultimap$1
0,8,2,com.google.common.collect.NullsLastOrdering
0,2,2,org.simpleframework.xml.core.ScannerFactory
0,1,0,org.simpleframework.xml.convert.ConvertException
6,4,0,com.liato.bankdroid.liveview.PluginUtils
1,2,0,org.simpleframework.xml.core.RootException
0,5,3,com.google.common.collect.AbstractBiMap$EntrySet$1
0,4,2,com.fasterxml.jackson.databind.util.NameTransformer$2
3,3,0,com.fasterxml.jackson.databind.util.NameTransformer$1
0,4,2,com.fasterxml.jackson.databind.deser.impl.ExternalTypeHandler$ExtTypedProperty
0,4,3,com.google.common.collect.LinkedHashMultimap$SetDecorator$1
0,0,0,org.jsoup.parser.Token$1
0,4,1,com.fasterxml.jackson.databind.util.NameTransformer$4
0,4,1,com.fasterxml.jackson.databind.util.NameTransformer$3
0,1,1,com.fasterxml.jackson.databind.ser.PropertyBuilder$1
3,3,0,com.fasterxml.jackson.databind.util.ObjectIdMap
0,5,2,com.google.common.collect.Collections2$TransformedCollection
12,8,3,com.fasterxml.jackson.databind.deser.std.EnumSetDeserializer
0,9,2,com.fasterxml.jackson.databind.introspect.AnnotatedMember
0,4,0,org.simpleframework.xml.Element
0,7,1,com.google.common.collect.AbstractMapBasedMultiset$EntrySet
0,3,3,com.fasterxml.jackson.databind.ser.AnyGetterWriter
0,1,0,com.fasterxml.jackson.annotation.ObjectIdGenerators$None
10,5,0,com.fasterxml.jackson.databind.ext.CoreXMLSerializers$XMLGregorianCalendarSerializer
0,1,0,com.google.common.base.Supplier
0,0,0,org.simpleframework.xml.core.Complete
6,4,2,com.fasterxml.jackson.core.util.InternCache
10,5,0,org.simpleframework.xml.core.PrimitiveFactory
1,3,1,com.liato.bankdroid.banking.banks.seb.model.SEBRequest
1,2,0,com.liato.bankdroid.liveview.PluginReceiver
0,8,4,com.fasterxml.jackson.databind.deser.std.StdDelegatingDeserializer
0,4,0,org.simpleframework.xml.core.Instance
4,4,1,com.google.common.collect.MapMaker$StrongValueReference
3,3,2,com.google.common.collect.Hashing
10,5,0,com.fasterxml.jackson.databind.ser.BeanSerializerModifier
13,6,1,com.fasterxml.jackson.databind.deser.std.JsonNodeDeserializer
10,5,0,org.simpleframework.xml.transform.BigDecimalTransform
0,2,2,com.liato.bankdroid.BankEditActivity$DataRetrieverTask$1
1,2,1,com.liato.bankdroid.BankEditActivity$DataRetrieverTask$2
1,3,2,org.jsoup.nodes.Element$1
3,3,0,org.jsoup.select.Evaluator$AllElements
6,4,1,com.fasterxml.jackson.databind.deser.std.PrimitiveArrayDeserializers$ShortDeser
0,2,2,com.google.common.collect.ImmutableList$SerializedForm
14,8,4,net.margaritov.preference.colorpicker.ColorPickerDialog
0,7,2,com.google.common.collect.AbstractIterator
0,2,4,com.google.common.base.Suppliers$MemoizingSupplier
0,1,0,com.fasterxml.jackson.databind.annotation.NoClass
6,4,2,com.fasterxml.jackson.core.util.DefaultPrettyPrinter$NopIndenter
0,1,0,com.fasterxml.jackson.databind.util.Provider
0,1,1,com.google.common.collect.AbstractMultimap$RandomAccessWrappedList
9,7,4,com.google.common.collect.MapMaker$StrongEntry
0,1,2,com.fasterxml.jackson.databind.jsontype.impl.StdTypeResolverBuilder$1
0,1,0,com.fasterxml.jackson.annotation.JsonRootName
0,3,0,com.google.common.collect.CustomConcurrentHashMap$Internals
0,2,0,com.fasterxml.jackson.databind.annotation.JsonPOJOBuilder
0,6,2,com.google.common.base.Predicates$NotPredicate
0,4,1,com.google.common.collect.AbstractMultiset$ElementSet
4,4,1,com.fasterxml.jackson.databind.ser.impl.FailingSerializer
1,2,4,com.liato.bankdroid.banking.banks.EurobonusMastercardNo
0,3,1,com.fasterxml.jackson.core.io.OutputDecorator
0,6,2,com.liato.bankdroid.TimePreference
0,0,0,com.liato.bankdroid.lockpattern.LockPatternView$1
0,0,0,org.simpleframework.xml.stream.CamelCaseBuilder$1
10,5,0,com.fasterxml.jackson.databind.ser.std.SqlTimeSerializer
0,2,3,com.google.common.collect.ImmutableSortedSet$SerializedForm
1,2,0,com.fasterxml.jackson.databind.deser.DeserializationProblemHandler
0,2,1,com.liato.bankdroid.MainActivity$1
0,2,1,com.liato.bankdroid.MainActivity$4
0,2,1,com.liato.bankdroid.MainActivity$5
0,2,1,com.liato.bankdroid.MainActivity$2
0,2,1,com.liato.bankdroid.MainActivity$3
0,2,0,org.simpleframework.xml.Root
8,5,2,com.liato.bankdroid.utils.Installation
3,3,0,com.fasterxml.jackson.databind.deser.std.ClassDeserializer
9,6,1,com.google.common.collect.SingletonImmutableMap$Values
3,3,0,com.fasterxml.jackson.databind.ser.std.StdKeySerializers$StringKeySerializer
0,1,1,com.fasterxml.jackson.core.JsonParser$1
0,1,0,org.simpleframework.xml.convert.Scanner
0,2,1,com.fasterxml.jackson.annotation.JsonProperty
1,2,0,org.simpleframework.xml.core.MethodException
10,5,0,org.simpleframework.xml.transform.BooleanTransform
0,1,3,com.fasterxml.jackson.databind.ser.impl.JsonSerializerMap$Bucket
0,4,1,org.simpleframework.xml.stream.StreamProvider
1,3,1,com.google.common.collect.ImmutableSortedMap$1
0,4,2,com.liato.bankdroid.lockpattern.LinearLayoutWithDefaultTouchRecepient
0,3,1,org.jsoup.select.Evaluator$MatchesOwn
10,5,0,com.fasterxml.jackson.databind.ser.std.StdScalarSerializer
12,8,4,com.fasterxml.jackson.databind.deser.std.EnumMapDeserializer
0,6,0,com.fasterxml.jackson.databind.jsontype.SubtypeResolver
0,2,1,com.google.common.collect.Iterables$10
1,2,0,com.fasterxml.jackson.databind.deser.std.NumberDeserializers
0,1,0,org.simpleframework.xml.core.TreeModel$OrderList
0,5,2,com.google.common.collect.Multimaps$MapMultimap$AsMapEntries$1
3,3,0,com.fasterxml.jackson.databind.util.ArrayBuilders$FloatBuilder
2,5,3,org.simpleframework.xml.core.InstanceFactory$ClassInstance
0,2,0,org.simpleframework.xml.stream.Position
0,0,0,com.fasterxml.jackson.annotation.JacksonAnnotation
1,2,0,org.simpleframework.xml.transform.InvalidFormatException
0,3,2,com.fasterxml.jackson.databind.module.SimpleValueInstantiators
6,4,1,com.fasterxml.jackson.databind.jsontype.impl.AsExternalTypeDeserializer
10,8,3,com.liato.bankdroid.banking.banks.coop.model.AuthenticateRequest
4,5,2,com.google.common.collect.Synchronized$SynchronizedAsMapEntries$1
0,0,0,org.simpleframework.xml.core.Resolve
0,5,1,org.simpleframework.xml.core.SessionManager
1,2,0,org.simpleframework.xml.core.ContactMap
0,5,2,com.google.common.collect.Multimaps$CustomSetMultimap
1,3,2,org.simpleframework.xml.strategy.ReadState
0,5,0,com.google.common.collect.ListMultimap
0,3,1,org.simpleframework.xml.filter.StackFilter
0,4,2,com.google.common.collect.AbstractBiMap$EntrySet$1$1
3,3,0,com.fasterxml.jackson.databind.deser.std.JdkDeserializers$InetAddressDeserializer
1,2,1,com.google.common.collect.ImmutableBiMap$SerializedForm
0,0,0,org.simpleframework.xml.core.Collector$1
3,3,0,com.fasterxml.jackson.databind.deser.std.JdkDeserializers$LocaleDeserializer
10,5,0,org.simpleframework.xml.transform.URLTransform
1,2,4,com.liato.bankdroid.banking.banks.Djurgarden
8,8,3,org.simpleframework.xml.core.ModelAssembler
11,6,3,com.fasterxml.jackson.databind.util.ClassUtil$EnumTypeLocator
0,4,1,com.google.common.collect.Serialization$FieldSetter
6,5,4,com.liato.bankdroid.banking.banks.lansforsakringar.model.request.AccountsRequest$Type
3,3,0,com.google.common.collect.Maps$UnmodifiableEntrySet
3,3,0,com.fasterxml.jackson.databind.deser.std.JdkDeserializers$StackTraceElementDeserializer
10,5,0,com.fasterxml.jackson.databind.ser.std.StdJdkSerializers$AtomicReferenceSerializer
0,7,1,org.simpleframework.xml.stream.StreamReader$Entry
1,7,2,com.google.common.collect.ImmutableMultiset$EntrySet
13,6,1,org.simpleframework.xml.transform.LocaleTransform
4,4,3,org.jsoup.Connection$Method
0,7,2,com.google.common.collect.ComparatorOrdering
0,3,1,com.google.common.collect.Maps$1
1,3,1,com.google.common.collect.Maps$2
3,3,0,org.simpleframework.xml.stream.NodeExtractor
1,3,1,com.google.common.collect.Maps$3
4,5,2,com.google.common.collect.ConstrainedMap$ConstrainedEntries$1
7,7,2,com.fasterxml.jackson.databind.AnnotationIntrospector$ReferenceProperty
0,6,0,org.simpleframework.xml.stream.Attribute
13,6,2,com.google.common.base.Predicates$IsNullPredicate
0,2,3,com.google.common.base.Suppliers$SupplierComposition
0,2,0,com.fasterxml.jackson.annotation.JsonSubTypes$Type
1,3,1,com.google.common.collect.Multisets$SetMultiset$EntrySet
0,4,1,com.google.common.collect.Multimaps$1
0,1,1,com.google.common.collect.Synchronized$SynchronizedRandomAccessList
0,8,1,org.simpleframework.xml.stream.OutputBuffer
0,1,0,org.simpleframework.xml.Path
3,3,0,com.google.common.collect.ConstrainedMap$ConstrainedEntrySet
1,2,4,com.liato.bankdroid.banking.banks.Statoil
13,6,2,com.google.common.base.Predicates$AlwaysFalsePredicate
3,3,0,com.fasterxml.jackson.databind.ext.CoreXMLDeserializers$GregorianCalendarDeserializer
0,2,0,com.fasterxml.jackson.core.util.DefaultPrettyPrinter$Indenter
0,5,2,com.google.common.collect.LinkedListMultimap$MultisetView$2$1
0,1,1,com.liato.bankdroid.banking.banks.rikslunchen.model.Envelope
0,3,0,com.fasterxml.jackson.core.TreeNode
10,7,0,com.fasterxml.jackson.databind.ser.std.StaticListSerializerBase
1,2,0,org.simpleframework.xml.core.ElementListUnionParameter$Contact
0,4,3,org.simpleframework.xml.core.MethodName
0,2,2,com.google.common.collect.ImmutableSortedMap$EntrySetSerializedForm
0,3,1,org.jsoup.select.Evaluator$Tag
10,5,0,org.simpleframework.xml.util.ConcurrentCache
0,1,1,com.fasterxml.jackson.databind.AnnotationIntrospector$Pair
1,2,0,org.simpleframework.xml.transform.PrimitiveMatcher
0,2,2,com.google.common.collect.ImmutableEnumSet$EnumSerializedForm
0,6,0,org.simpleframework.xml.stream.NamespaceMap
10,5,0,org.simpleframework.xml.transform.FileTransform
1,2,4,com.liato.bankdroid.banking.banks.Quintessentially
0,2,0,com.fasterxml.jackson.databind.jsonschema.SchemaAware
0,6,3,org.simpleframework.xml.strategy.Allocate
0,1,1,com.fasterxml.jackson.core.json.ReaderBasedJsonParser$1
0,7,3,com.google.common.collect.AbstractMultimap$WrappedCollection$WrappedIterator
0,1,0,org.simpleframework.xml.util.Dictionary$Table
10,5,1,com.fasterxml.jackson.databind.ser.std.StdKeySerializer
0,8,4,com.fasterxml.jackson.databind.introspect.ObjectIdInfo
0,1,0,com.fasterxml.jackson.annotation.JacksonInject
0,2,2,com.liato.bankdroid.liveview.LiveViewService$LiveViewCallback$1
0,4,2,org.simpleframework.xml.core.LabelGroup
2,4,2,org.simpleframework.xml.stream.PullReader$Text
6,4,1,com.fasterxml.jackson.databind.deser.std.PrimitiveArrayDeserializers$DoubleDeser
1,3,1,org.simpleframework.xml.transform.ArrayMatcher
0,0,0,org.simpleframework.xml.core.MethodScanner$1
0,3,0,org.simpleframework.xml.Text
4,4,1,com.google.common.collect.MapMaker$SoftValueReference
0,1,2,com.fasterxml.jackson.databind.ser.impl.PropertySerializerMap$SerializerAndMapResult
0,8,4,com.fasterxml.jackson.databind.type.ClassKey
1,3,2,com.liato.bankdroid.banking.exceptions.BankChoiceException
0,6,2,org.simpleframework.xml.transform.RegistryMatcher
5,6,3,org.jsoup.nodes.Attributes$Dataset$DatasetIterator
8,5,1,org.simpleframework.xml.transform.EnumTransform
0,3,2,com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer$DelegatingKD
1,3,2,org.jsoup.nodes.Node$1
6,4,0,org.simpleframework.xml.strategy.Loader
3,3,0,org.jsoup.select.Evaluator$AttributeWithValueStarting
1,6,2,com.fasterxml.jackson.core.sym.Name1
0,4,2,com.fasterxml.jackson.core.sym.Name2
4,4,3,com.fasterxml.jackson.core.sym.Name3
0,1,0,org.simpleframework.xml.core.PathException
0,2,1,com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer$StringCtorKeyDeserializer
0,3,1,com.liato.bankdroid.banking.banks.lansforsakringar.model.request.UpcomingTransactionsRequest
3,3,0,com.fasterxml.jackson.databind.deser.std.NumberDeserializers$BigDecimalDeserializer
10,5,0,com.fasterxml.jackson.databind.ser.std.SqlDateSerializer
0,4,2,org.simpleframework.xml.core.OverrideType
10,5,0,org.simpleframework.xml.transform.AtomicIntegerTransform
6,5,2,com.liato.bankdroid.banking.banks.coop.model.AuthenticateResult
3,3,0,com.fasterxml.jackson.databind.deser.std.NumberDeserializers$ShortDeserializer
1,2,0,com.ast.util.CookieParser
0,5,2,com.google.common.collect.Maps$TransformedValuesMap$EntrySet$1
3,7,1,com.fasterxml.jackson.databind.ser.std.ArraySerializerBase
3,3,0,org.jsoup.select.Evaluator$IsLastChild
4,4,2,com.fasterxml.jackson.core.sym.NameN
3,3,0,org.jsoup.select.Evaluator$IsNthLastChild
1,2,1,com.google.common.collect.Synchronized$SynchronizedAsMapValues
0,7,0,com.fasterxml.jackson.databind.introspect.ClassIntrospector
1,2,0,org.simpleframework.xml.core.ElementListParameter$Contact
1,2,0,com.fasterxml.jackson.databind.deser.std.StdKeyDeserializer$UuidKD
0,1,1,com.liato.bankdroid.banking.banks.sebkort.model.response.BillingUnitsResponse
8,5,1,org.simpleframework.xml.core.ModelMap
1,2,0,org.simpleframework.xml.core.TextParameter$Contact
1,2,1,com.fasterxml.jackson.databind.introspect.NopAnnotationIntrospector$1
0,3,4,com.google.common.collect.Iterators$10
0,3,1,com.google.common.collect.Iterators$12
0,3,2,com.google.common.collect.Iterators$11
0,2,0,com.google.common.collect.MapConstraint
6,4,1,com.liato.bankdroid.StartupReceiver
0,8,0,org.simpleframework.xml.core.Schema
0,3,1,com.google.common.collect.Iterators$13
0,9,0,org.simpleframework.xml.core.Contact
0,3,1,com.liato.bankdroid.banking.banks.lansforsakringar.model.request.AccountsRequest
10,5,0,com.fasterxml.jackson.databind.deser.impl.PropertyBasedObjectIdGenerator
10,5,0,com.fasterxml.jackson.databind.ser.std.StdJdkSerializers$ClassSerializer
0,3,2,org.simpleframework.xml.core.SessionManager$Reference
6,4,4,com.liato.bankdroid.banking.banks.swedbank.model.ErrorMessage
3,3,0,com.fasterxml.jackson.databind.deser.std.NumberDeserializers$ByteDeserializer
1,2,1,com.google.common.collect.ImmutableMultimap$BuilderMultimap
0,5,2,com.fasterxml.jackson.databind.InjectableValues$Std
0,5,2,com.liato.bankdroid.banking.banks.coop.model.web.WebAuthenticateRequest$Data
0,4,2,com.google.common.collect.LinkedListMultimap$4$1$1
0,4,2,com.google.common.collect.Multimaps$MapMultimap$AsMapEntries$1$1
6,9,4,org.simpleframework.xml.core.ClassInstantiator
0,1,0,com.fasterxml.jackson.annotation.JsonRawValue
0,1,0,com.fasterxml.jackson.annotation.JsonIdentityReference
0,5,2,org.simpleframework.xml.stream.OutputStack$Sequence
0,5,0,org.simpleframework.xml.core.Creator
3,3,0,com.fasterxml.jackson.databind.util.ArrayBuilders$IntBuilder
0,3,4,com.fasterxml.jackson.annotation.ObjectIdGenerator$IdKey
0,0,0,com.google.common.base.internal.Finalizer$1
4,5,1,com.google.common.collect.ImmutableMap$Builder
3,7,4,com.fasterxml.jackson.core.io.UTF32Reader
0,0,0,org.simpleframework.xml.util.Resolver$1
3,3,0,org.simpleframework.xml.stream.IdentityStyle
2,5,3,org.simpleframework.xml.core.TextList
0,4,2,com.google.common.collect.Multimaps$CustomMultimap
3,3,1,com.fasterxml.jackson.databind.ext.CoreXMLDeserializers
0,5,4,org.jsoup.safety.Cleaner$CleaningVisitor
1,3,1,org.jsoup.parser.Token$Character
