lack_of_cohesion_in_methods,number_of_methods,number_of_attributes,full_name,is_code_smell
0,0,0,org.ale.openwatch.OWTagArrayAdapter$1,false
0,2,1,com.google.android.gms.auth.GooglePlayServicesAvailabilityException,false
0,1,2,uk.co.senab.actionbarpulltorefresh.library.PullToRefreshAttacher$ViewParams,false
1,2,0,com.google.gson.FieldNamingPolicy$4,false
1,2,0,com.google.gson.FieldNamingPolicy$3,false
1,2,0,com.google.gson.FieldNamingPolicy$5,false
0,2,1,com.google.gson.internal.JsonReaderInternalAccess,false
0,1,0,com.actionbarsherlock.ActionBarSherlock$OnActionModeFinishedListener,false
0,0,2,com.google.android.gms.plus.model.people.Person$OrderBy,false
0,2,1,org.ale.openwatch.WebViewActivity$1,false
1,2,0,com.google.gson.FieldNamingPolicy$2,false
1,2,0,com.google.gson.FieldNamingPolicy$1,false
0,2,1,org.ale.openwatch.twitter.TwitterUtils$3$1,false
0,1,0,com.facebook.TestSession$FqlResponse,false
0,1,0,org.ale.openwatch.OWUtils$TakePictureCallback,false
0,2,2,com.facebook.internal.SessionTracker$CallbackWrapper,false
0,1,0,com.google.android.gms.appstate.OnStateListLoadedListener,false
0,1,0,com.google.android.gms.panorama.PanoramaClient$OnPanoramaInfoLoadedListener,false
6,4,1,com.facebook.FacebookOperationCanceledException,false
4,5,3,com.google.android.gms.maps.MapFragment$b,false
0,2,1,org.ale.openwatch.view.TagPoolLayout$1,false
0,2,3,org.ale.openwatch.view.TagPoolLayout$2,false
0,4,3,com.facebook.AuthorizationClient$GetTokenAuthHandler,false
0,0,0,com.facebook.TestSession$1,false
0,1,0,com.facebook.AuthorizationClient$OnCompletedListener,false
1,3,1,com.facebook.widget.LoginButton$LoginClickListener,false
0,3,0,twitter4j.management.APIStatisticsMBean,false
10,5,0,com.actionbarsherlock.internal.widget.IcsProgressBar$SavedState$1,false
0,5,1,com.google.android.gms.internal.ct$a$a,false
3,3,0,com.google.gson.internal.bind.JsonTreeReader$1,false
3,3,0,com.nostra13.universalimageloader.core.assist.DiscCacheUtil,false
0,2,2,com.facebook.widget.UserSettingsFragment$1,false
0,2,1,com.facebook.widget.UserSettingsFragment$2,false
0,1,0,com.facebook.widget.GraphObjectAdapter$ItemPicture,false
0,6,2,com.actionbarsherlock.internal.widget.IcsListPopupWindow$DropDownListView,false
0,1,3,com.google.android.gms.plus.model.people.Person$Gender,false
0,1,0,com.facebook.widget.WebDialog$OnCompleteListener,false
6,8,3,com.facebook.AuthorizationClient$WebViewAuthHandler,false
0,2,2,com.google.android.gms.internal.bj$ao,false
3,3,1,com.google.android.gms.internal.bj$an,false
1,3,2,com.google.android.gms.internal.bj$ap,false
0,1,0,com.google.android.gms.games.multiplayer.OnInvitationsLoadedListener,false
4,4,1,org.ale.openwatch.account.Authentication$setRegisteredTask,false
3,3,0,com.actionbarsherlock.internal.nineoldandroids.animation.ValueAnimator$5,false
3,3,0,com.actionbarsherlock.internal.nineoldandroids.animation.ValueAnimator$3,false
3,3,0,com.actionbarsherlock.internal.nineoldandroids.animation.ValueAnimator$4,false
3,3,1,com.google.gson.JsonSyntaxException,false
0,4,4,com.mixpanel.android.mpmetrics.AnalyticsMessages$Worker$AnalyticsMessageHandler,false
3,3,0,com.actionbarsherlock.internal.nineoldandroids.animation.ValueAnimator$1,false
3,3,0,com.actionbarsherlock.internal.nineoldandroids.animation.ValueAnimator$2,false
0,7,4,twitter4j.internal.json.MediaEntityJSONImpl$Size,false
1,2,1,com.google.android.gms.internal.bj$aa,false
1,2,1,com.google.android.gms.internal.bj$ac,false
1,2,1,com.google.android.gms.internal.bj$ab,false
3,3,1,com.google.android.gms.internal.bj$ae,false
0,2,2,com.google.android.gms.internal.bj$ad,false
0,2,2,com.google.android.gms.internal.bj$ag,false
1,3,4,com.google.android.gms.internal.bj$af,false
1,2,1,com.google.android.gms.internal.bj$ah,false
1,2,1,com.google.android.gms.internal.bj$ak,false
1,2,1,com.google.android.gms.internal.bj$aj,false
0,2,2,com.google.android.gms.internal.bj$am,false
1,2,1,com.google.android.gms.internal.bj$al,false
0,2,1,com.actionbarsherlock.internal.view.menu.ActionMenuPresenter$ActionButtonSubmenu,false
0,1,0,com.google.android.gms.maps.GoogleMap$OnInfoWindowClickListener,false
0,3,1,com.google.android.gms.internal.co$a$a,false
0,1,2,uk.co.senab.actionbarpulltorefresh.library.R$anim,false
0,1,1,org.ale.openwatch.recording.ChunkedAudioVideoSoftwareRecorder$2,false
6,4,2,org.ale.openwatch.OWApplication,false
0,5,1,com.google.android.gms.maps.internal.IProjectionDelegate$a$a,false
0,2,2,com.mixpanel.android.mpmetrics.MixpanelAPI$PeopleImpl$1,false
0,3,3,com.facebook.android.DialogError,false
0,6,0,com.actionbarsherlock.internal.widget.IcsSpinner$SpinnerPopup,false
0,6,2,com.facebook.internal.FileLruCache$CloseCallbackOutputStream,false
0,1,1,com.nostra13.universalimageloader.utils.ImageSizeUtils$1,false
6,4,0,com.google.android.gms.internal.bl$a,false
4,4,3,org.ale.openwatch.constants.Constants$HIT_TYPE,false
0,2,1,org.ale.openwatch.recording.ChunkedAudioVideoSoftwareRecorder$1,false
0,6,3,com.google.gson.internal.$Gson$Types$WildcardTypeImpl,false
1,3,1,com.actionbarsherlock.internal.widget.IcsListPopupWindow$PopupTouchInterceptor,false
1,2,0,uk.co.senab.actionbarpulltorefresh.library.PullToRefreshAttacher$EnvironmentDelegate,false
1,2,0,com.google.android.gms.internal.dr$a,false
0,6,1,com.google.gson.internal.LazilyParsedNumber,false
13,6,4,com.actionbarsherlock.internal.nineoldandroids.animation.IntKeyframeSet,false
0,4,3,com.google.gson.internal.bind.ReflectiveTypeAdapterFactory$Adapter,false
0,1,1,com.orm.androrm.field.NoSuchFieldException,false
0,2,0,com.actionbarsherlock.internal.view.menu.MenuPresenter$Callback,false
8,8,1,com.actionbarsherlock.internal.nineoldandroids.animation.Keyframe$IntKeyframe,false
6,4,0,com.google.android.gms.internal.co$a,false
0,6,0,com.google.android.gms.plus.model.people.Person$Cover,false
0,1,0,com.facebook.RequestBatch$Callback,false
1,3,1,com.actionbarsherlock.internal.view.menu.MenuPopupHelper$ExpandedIndexObserver,false
0,1,0,com.google.android.gms.common.data.Freezable,false
0,3,0,twitter4j.api.HelpResources$Language,false
0,2,0,com.actionbarsherlock.widget.SearchView$OnQueryTextListener,false
0,1,0,com.google.android.gms.games.multiplayer.Participatable,false
0,4,1,org.ale.openwatch.OWTagArrayAdapter$ArrayFilter,false
0,2,0,com.actionbarsherlock.internal.view.View_OnAttachStateChangeListener,false
0,3,1,com.google.android.gms.internal.cp$a$a,false
6,4,0,com.google.gson.JsonParser,false
0,1,0,com.orm.androrm.field.Relation,false
0,1,0,com.google.android.gms.panorama.PanoramaClient$a,false
0,4,1,com.google.gson.Gson$FutureTypeAdapter,false
1,2,1,com.bugsense.trace.CrashMechanism$1$1,false
1,2,1,com.bugsense.trace.CrashMechanism$1$2,false
3,3,0,com.actionbarsherlock.internal.nineoldandroids.animation.FloatEvaluator,false
0,2,1,com.nostra13.universalimageloader.core.download.NetworkDeniedImageDownloader,false
0,4,1,com.google.gson.internal.Streams$AppendableWriter$CurrentWrite,false
0,9,1,com.facebook.widget.PickerFragment$SelectionStrategy,false
0,4,4,org.ale.openwatch.model.OWTag,false
0,1,0,com.google.android.gms.auth.GoogleAuthException,false
0,3,0,com.google.android.gms.maps.internal.IProjectionDelegate,false
9,7,4,com.google.android.gms.internal.aq$a,false
2,5,4,com.google.android.gms.internal.aq$b,false
6,4,0,com.google.android.gms.internal.bc$a,false
2,4,2,com.orm.androrm.statement.DeleteStatement,false
3,3,1,com.google.gson.JsonIOException,false
0,2,0,com.actionbarsherlock.internal.view.menu.MenuView,false
0,4,1,com.actionbarsherlock.internal.nineoldandroids.widget.NineHorizontalScrollView,false
0,3,0,twitter4j.HashtagEntity,false
0,1,0,com.actionbarsherlock.internal.widget.IcsAdapterView$OnItemLongClickListener,false
0,1,2,uk.co.senab.actionbarpulltorefresh.extras.actionbarsherlock.R$anim,false
3,7,3,twitter4j.internal.json.EntityIndex,false
4,4,4,com.facebook.widget.GraphObjectAdapter$SectionAndItem$Type,false
4,4,1,com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque$DescendingItr,false
0,2,1,com.facebook.widget.WebDialog$3,false
0,3,2,com.orm.androrm.Rule,false
0,2,1,com.facebook.widget.WebDialog$2,false
0,2,1,com.facebook.widget.WebDialog$1,false
6,4,1,com.facebook.FacebookAuthorizationException,false
10,5,0,com.google.gson.internal.bind.TypeAdapters$24,false
10,5,0,com.google.gson.internal.bind.TypeAdapters$25,false
1,2,0,com.google.gson.internal.bind.TypeAdapters$26,false
0,1,0,com.facebook.widget.LoginButton$UserInfoChangedCallback,false
1,2,0,com.google.android.gms.internal.v$a,false
10,5,0,com.google.gson.internal.bind.TypeAdapters$20,false
10,5,0,com.google.gson.internal.bind.TypeAdapters$21,false
1,2,0,com.google.gson.internal.bind.TypeAdapters$22,false
0,2,2,com.google.gson.internal.bind.TypeAdapters$27,false
0,3,2,com.google.gson.internal.bind.TypeAdapters$28,false
0,3,3,com.google.gson.internal.bind.TypeAdapters$29,false
0,4,3,com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper,false
10,5,0,com.google.android.gms.games.PlayerEntity$1,false
0,3,3,com.google.gson.internal.bind.TypeAdapters$30,false
0,3,2,com.google.gson.internal.bind.TypeAdapters$31,false
0,1,1,com.google.gson.internal.bind.TypeAdapters$32,false
0,2,2,com.google.android.gms.internal.e$g,false
1,3,2,com.google.android.gms.internal.e$f,false
0,2,2,com.google.android.gms.internal.e$e,false
3,3,1,com.google.android.gms.internal.e$d,false
0,2,2,com.google.android.gms.internal.e$c,false
0,2,3,org.ale.openwatch.OWMissionAdapter,false
1,3,3,com.google.android.gms.internal.e$b,false
3,3,1,uk.co.senab.actionbarpulltorefresh.library.viewdelegates.WebViewDelegate,false
0,2,2,com.google.android.gms.internal.e$a,false
0,9,2,com.facebook.widget.PickerFragment$SingleSelectionStrategy,false
0,7,0,org.ale.openwatch.recording.FFChunkedAudioVideoEncoder$ChunkedRecorderListener,false
0,1,0,com.google.android.gms.R,false
10,5,0,com.google.gson.internal.bind.TypeAdapters$12,false
10,5,0,com.google.gson.internal.bind.TypeAdapters$13,false
10,5,0,com.google.gson.internal.bind.TypeAdapters$14,false
10,5,0,com.google.gson.internal.bind.TypeAdapters$15,false
10,5,0,com.google.gson.internal.bind.TypeAdapters$10,false
10,5,0,com.google.gson.internal.bind.TypeAdapters$11,false
10,5,0,com.google.gson.internal.bind.TypeAdapters$16,false
10,5,0,com.google.gson.internal.bind.TypeAdapters$17,false
10,5,0,com.google.gson.internal.bind.TypeAdapters$18,false
10,5,0,com.google.gson.internal.bind.TypeAdapters$19,false
0,3,1,com.google.gson.TypeAdapter$1,false
0,0,0,com.actionbarsherlock.widget.ShareActionProvider$1,false
0,1,0,com.google.android.gms.games.multiplayer.realtime.RealTimeReliableMessageSentListener,false
2,8,3,com.actionbarsherlock.internal.view.menu.MenuPopupHelper$MenuAdapter,false
0,2,1,com.google.android.gms.internal.dz$c,false
0,2,1,com.google.android.gms.internal.dz$b,false
0,3,2,com.google.android.gms.internal.dz$a,false
0,1,0,org.ale.openwatch.Manifest,false
3,3,1,com.google.gson.JsonParseException,false
3,3,1,com.google.android.gms.internal.e$h,false
1,7,1,com.google.gson.internal.StringMap$EntrySet,false
0,6,2,com.nostra13.universalimageloader.cache.memory.impl.FuzzyKeyMemoryCache,false
0,2,2,com.viewpagerindicator.IconPageIndicator$1,false
3,3,0,com.google.android.gms.common.AccountPicker,false
10,5,0,com.actionbarsherlock.internal.widget.IcsAbsSpinner$SavedState$1,false
9,6,3,com.actionbarsherlock.internal.widget.IcsAbsSpinner$SavedState,false
0,2,0,com.facebook.Response$PagedResults,false
1,3,1,org.ale.openwatch.FancyLoginActivity$FadeTimerTask,false
0,2,1,com.facebook.widget.PlacePickerFragment$AsNeededLoadingStrategy$1,false
0,1,0,com.google.gson.annotations.Until,false
0,1,0,com.google.android.gms.auth.UserRecoverableNotifiedException,false
0,0,0,com.nostra13.universalimageloader.core.DisplayImageOptions$1,false
0,2,1,com.facebook.widget.ImageResponseCache$BufferedHttpInputStream,false
1,2,0,com.orm.androrm.statement.OrStatement,false
6,4,1,com.facebook.FacebookException,false
4,4,1,org.ale.openwatch.OWMediaObjectInfoFragment$1,false
1,2,0,com.google.android.gms.maps.MapsInitializer,false
4,5,3,com.google.android.gms.maps.SupportMapFragment$b,false
0,0,0,com.actionbarsherlock.widget.ActivityChooserModel$1,false
1,3,1,twitter4j.json.JSONObjectType,false
4,5,2,com.google.gson.internal.bind.TypeAdapters$22$1,false
0,0,0,com.google.android.gms.internal.w$1,false
0,7,2,com.orm.androrm.Limit,false
1,2,0,com.google.android.gms.maps.internal.IMapFragmentDelegate$a,false
0,6,2,com.google.android.gms.games.leaderboard.Leaderboard,false
0,3,0,com.facebook.TestSession$UserAccount,false
0,2,2,com.facebook.AuthorizationClient$GetTokenAuthHandler$1,false
0,1,0,com.facebook.android.R,false
0,0,0,com.actionbarsherlock.internal.widget.IcsProgressBar$1,false
0,1,0,twitter4j.internal.http.HttpResponseListener,false
1,3,1,com.actionbarsherlock.internal.widget.IcsListPopupWindow$ResizePopupRunnable,false
0,1,0,com.google.android.gms.internal.a,false
0,5,0,com.google.android.gms.internal.f,false
0,9,0,com.google.android.gms.internal.g,false
0,4,2,com.google.android.gms.internal.h,false
6,4,0,com.google.android.gms.internal.cn$a,false
4,4,2,org.ale.openwatch.account.Authentication$1,false
0,1,0,com.google.android.gms.maps.GoogleMap$OnMapClickListener,false
0,2,1,com.google.android.gms.maps.CameraUpdate,false
2,5,3,com.facebook.widget.UrlRedirectCache,false
0,2,0,com.facebook.model.GraphObjectList,false
0,6,4,com.google.android.gms.internal.q,false
10,5,2,com.google.android.gms.internal.r,false
0,1,0,com.google.android.gms.internal.t,false
0,1,0,com.google.android.gms.internal.v,false
3,3,0,com.google.android.gms.internal.w,false
0,4,2,com.google.android.gms.internal.i,false
1,8,2,com.google.android.gms.internal.m,false
3,3,0,com.google.android.gms.internal.n,false
0,2,3,com.google.android.gms.internal.o,false
0,1,4,uk.co.senab.actionbarpulltorefresh.library.R$id,false
0,2,1,com.google.android.gms.internal.y,false
1,2,2,com.google.android.gms.internal.z,false
6,4,1,com.facebook.FacebookGraphObjectException,false
0,3,0,twitter4j.conf.ConfigurationFactory,false
0,2,4,com.facebook.android.AsyncFacebookRunner$1,false
8,8,2,uk.co.senab.actionbarpulltorefresh.library.PullToRefreshLayout,false
0,1,0,com.actionbarsherlock.widget.ActivityChooserModel$ActivitySorter,false
4,4,1,com.nostra13.universalimageloader.core.assist.deque.LinkedBlockingDeque$Itr,false
0,5,4,twitter4j.internal.async.DispatcherImpl,false
8,5,2,twitter4j.internal.json.SimilarPlacesImpl,false
1,2,0,com.facebook.internal.FileLruCache$BufferFile$2,false
1,2,0,com.facebook.internal.FileLruCache$BufferFile$1,false
1,2,1,org.ale.openwatch.feeds.OWMediaObjectAdapter$1,false
0,1,0,com.facebook.widget.GraphObjectAdapter$OnErrorListener,false
13,7,2,twitter4j.internal.json.HTMLEntity,false
0,1,0,com.nostra13.universalimageloader.core.process.BitmapProcessor,false
0,1,1,com.google.android.gms.plus.model.people.Person$Cover$Layout,false
0,2,2,com.facebook.widget.LoginButton$1,false
0,4,1,twitter4j.CursorSupport,false
4,4,3,org.ale.openwatch.OWUtils$SOCIAL_TYPE,false
6,4,0,com.google.android.gms.internal.dq$a,false
0,1,0,com.badlogic.gdx.assets.loaders.MusicLoader$MusicParameter,false
0,3,2,com.badlogic.gdx.math.Interpolation$BounceOut,false
0,1,0,com.badlogic.gdx.backends.android.AndroidFragmentApplication$Callbacks,false
1,3,1,com.badlogic.gdx.scenes.scene2d.ui.SplitPane$SplitPaneStyle,false
2,8,2,com.badlogic.gdx.graphics.g3d.particles.influencers.ParticleControllerInfluencer,false
10,5,0,com.badlogic.gdx.utils.LongMap$Keys,false
0,1,1,com.badlogic.gdx.backends.android.surfaceview.GLSurfaceViewAPI18$SimpleEGLConfigChooser,false
0,4,1,com.badlogic.gdx.scenes.scene2d.actions.TimeScaleAction,false
6,4,1,com.badlogic.gdx.graphics.g3d.particles.ParticleChannels$ColorInitializer,false
0,1,2,com.badlogic.gdx.scenes.scene2d.ui.Skin$TintedDrawable,false
0,2,1,com.badlogic.gdx.math.Interpolation$SwingOut,false
0,1,0,com.badlogic.gdx.utils.async.AsyncTask,false
0,2,4,com.badlogic.gdx.math.Interpolation$Exp,false
0,2,0,com.badlogic.gdx.backends.android.surfaceview.GLSurfaceViewAPI18$EGLContextFactory,false
10,5,0,se.tube42.kidsmem.control.SceneHelper,false
0,2,0,com.badlogic.gdx.graphics.g2d.PixmapPacker$PackStrategy,false
1,2,2,com.badlogic.gdx.utils.IntIntMap$Entry,false
4,4,2,com.badlogic.gdx.backends.android.surfaceview.GLSurfaceViewAPI18$DefaultContextFactory,false
0,1,0,com.badlogic.gdx.scenes.scene2d.ui.TextField$OnscreenKeyboard,false
0,2,1,com.badlogic.gdx.backends.android.AndroidOnscreenKeyboard$2$1,false
0,1,0,com.badlogic.gdx.utils.Pool$Poolable,false
13,6,1,com.badlogic.gdx.graphics.g3d.particles.influencers.DynamicsModifier$Rotational2D,false
6,5,2,com.badlogic.gdx.graphics.g3d.particles.ParticleSorter,false
3,3,0,se.tube42.lib.tweeny.ElasticOutEquation,false
0,4,2,com.badlogic.gdx.graphics.g3d.ModelCache$SimpleMeshPool,false
0,5,1,com.badlogic.gdx.maps.objects.PolylineMapObject,false
1,2,0,com.badlogic.gdx.math.Interpolation$1,false
1,2,0,com.badlogic.gdx.math.Interpolation$2,false
10,5,0,com.badlogic.gdx.graphics.g3d.particles.renderers.BillboardRenderer,false
1,2,0,com.badlogic.gdx.math.Interpolation$5,false
0,1,0,com.badlogic.gdx.graphics.g3d.shaders.BaseShader$Validator,false
1,2,0,com.badlogic.gdx.math.Interpolation$6,false
0,2,1,com.badlogic.gdx.math.Interpolation$Pow,false
0,2,1,com.badlogic.gdx.backends.android.AndroidInput$3$3$1,false
1,2,0,com.badlogic.gdx.graphics.g2d.freetype.FreetypeBuild,false
1,2,0,com.badlogic.gdx.math.Interpolation$3,false
3,7,3,com.badlogic.gdx.maps.tiled.objects.TiledMapTileMapObject,false
1,2,0,com.badlogic.gdx.math.Interpolation$4,false
1,2,0,com.badlogic.gdx.math.Interpolation$9,false
1,2,0,com.badlogic.gdx.math.Interpolation$7,false
1,2,0,com.badlogic.gdx.math.Interpolation$8,false
4,5,1,com.badlogic.gdx.backends.android.surfaceview.GLSurfaceViewAPI18$LogWriter,false
6,4,0,com.badlogic.gdx.utils.DataOutput,false
3,3,0,com.badlogic.gdx.utils.compression.Lzma,false
0,2,2,com.badlogic.gdx.scenes.scene2d.ui.Value$10,false
0,1,1,com.badlogic.gdx.graphics.g3d.particles.ParticleEffectLoader$ParticleEffectLoadParameter,false
0,9,1,se.tube42.lib.item.BaseText,false
0,1,1,com.badlogic.gdx.assets.loaders.ModelLoader$ModelParameters,false
0,5,0,com.badlogic.gdx.graphics.g3d.particles.batches.ParticleBatch,false
6,4,0,com.badlogic.gdx.utils.SortedIntList$NodePool,false
13,6,2,com.badlogic.gdx.graphics.g3d.particles.influencers.DynamicsModifier$Rotational3D,false
1,3,4,com.badlogic.gdx.utils.Queue$QueueIterable,false
2,4,3,com.badlogic.gdx.graphics.PixmapIO$CIM,false
0,1,0,com.badlogic.gdx.scenes.scene2d.utils.TransformDrawable,false
0,1,1,com.badlogic.gdx.graphics.g2d.Animation$1,false
0,2,0,com.badlogic.gdx.net.ServerSocket,false
1,2,0,com.badlogic.gdx.graphics.g3d.shaders.BaseShader$LocalSetter,false
1,3,1,com.badlogic.gdx.backends.android.AndroidGraphicsLiveWallpaper$1,false
1,3,1,com.badlogic.gdx.backends.android.AndroidGraphicsLiveWallpaper$2,false
0,6,1,com.badlogic.gdx.scenes.scene2d.ui.TextArea$TextAreaListener,false
0,2,1,com.badlogic.gdx.scenes.scene2d.ui.Window$2,false
0,1,2,com.badlogic.gdx.graphics.g2d.freetype.FreetypeFontLoader$FreeTypeFontLoaderParameter,false
